ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016573,histone acetylation,Jun-90,153/18614,9.86E-05,0.000595207,0.000291485,2625/23451/675/672/1387/4089,6
GO:0048009,insulin-like growth factor receptor signaling pathway,Apr-90,50/18614,9.93E-05,0.000597248,0.000292484,5290/207/3480/5295,4
GO:0048546,digestive tract morphogenesis,Apr-90,50/18614,9.93E-05,0.000597248,0.000292484,1956/5156/2263/4851,4
GO:0006337,nucleosome disassembly,Mar-90,19/18614,0.000100143,0.000598964,0.000293325,8289/6597/4778,3
GO:0061323,cell proliferation involved in heart morphogenesis,Mar-90,19/18614,0.000100143,0.000598964,0.000293325,6926/4089/4851,3
GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,Mar-90,19/18614,0.000100143,0.000598964,0.000293325,7157/7494/4089,3
GO:0001654,eye development,Sep-90,385/18614,0.000101804,0.000607752,0.000297628,2625/4763/1956/4853/5156/1027/4851/6597/639,9
GO:0072080,nephron tubule development,May-90,96/18614,0.00010212,0.00060849,0.00029799,4609/2625/4853/4089/4851,5
GO:0002263,cell activation involved in immune response,Aug-90,300/18614,0.00010233,0.000608594,0.000298041,7157/2625/4853/27086/7494/4292/4221/4436,8
GO:0090316,positive regulation of intracellular protein transport,Jun-90,155/18614,0.000105881,0.000628534,0.000307806,2064/999/55294/5295/208/3265,6
GO:0033157,regulation of intracellular protein transport,Jul-90,224/18614,0.000106614,0.0006317,0.000309356,2064/999/55294/4763/5295/208/3265,7
GO:0002429,immune response-activating cell surface receptor signaling pathway,Aug-90,302/18614,0.000107142,0.000633639,0.000310306,5290/2625/1387/27086/868/6794/673/3265,8
GO:0045058,T cell selection,Apr-90,51/18614,0.000107344,0.000633648,0.00031031,2625/387/6794/673,4
GO:0150063,visual system development,Sep-90,389/18614,0.000110094,0.00064867,0.000317667,2625/4763/1956/4853/5156/1027/4851/6597/639,9
GO:0097306,cellular response to alcohol,May-90,98/18614,0.000112602,0.000662218,0.000324301,999/207/3480/672/1788,5
GO:0008340,determination of adult lifespan,Mar-90,20/18614,0.000117403,0.000687897,0.000336877,7157/472/4436,3
GO:0097284,hepatocyte apoptotic process,Mar-90,20/18614,0.000117403,0.000687897,0.000336877,5925/3480/1788,3
GO:0022411,cellular component disassembly,Oct-90,488/18614,0.000122579,0.000716892,0.000351076,7157/5290/4609/55294/8289/3480/5295/6597/324/4778,10
GO:0048880,sensory system development,Sep-90,395/18614,0.000123586,0.000720571,0.000352878,2625/4763/1956/4853/5156/1027/4851/6597/639,9
GO:0060419,heart growth,May-90,100/18614,0.000123891,0.000720571,0.000352878,6416/27086/861/2263/4851,5
GO:0061326,renal tubule development,May-90,100/18614,0.000123891,0.000720571,0.000352878,4609/2625/4853/4089/4851,5
GO:0035065,regulation of histone acetylation,Apr-90,53/18614,0.000124859,0.000724867,0.000354982,2625/23451/672/4089,4
GO:0018393,internal peptidyl-lysine acetylation,Jun-90,161/18614,0.000130421,0.000754391,0.00036944,2625/23451/675/672/1387/4089,6
GO:0051147,regulation of muscle cell differentiation,Jun-90,161/18614,0.000130421,0.000754391,0.00036944,4193/27086/7494/2263/4089/4851,6
GO:0030520,intracellular estrogen receptor signaling pathway,Apr-90,54/18614,0.000134352,0.000774295,0.000379188,8289/2099/3169/672,4
GO:0030857,negative regulation of epithelial cell differentiation,Apr-90,54/18614,0.000134352,0.000774295,0.000379188,595/6926/3845/4851,4
GO:0008585,female gonad development,May-90,102/18614,0.000136028,0.000781109,0.000382525,675/2099/5156/4089/472,5
GO:0030316,osteoclast differentiation,May-90,102/18614,0.000136028,0.000781109,0.000382525,55294/4763/5295/4853/27086,5
GO:0097049,motor neuron apoptotic process,Mar-90,21/18614,0.000136492,0.000782356,0.000383135,6416/2065/387,3
GO:0006475,internal protein amino acid acetylation,Jun-90,163/18614,0.000139534,0.000798345,0.000390966,2625/23451/675/672/1387/4089,6
GO:0045639,positive regulation of myeloid cell differentiation,May-90,103/18614,0.000142427,0.000813429,0.000398352,5925/4853/861/677/841,5
GO:0071356,cellular response to tumor necrosis factor,Jul-90,235/18614,0.000143516,0.000818171,0.000400675,7157/2625/207/672/27086/677/841,7
GO:0003229,ventricular cardiac muscle tissue development,Apr-90,55/18614,0.000144356,0.000821481,0.000402295,6926/2263/4089/4851,4
GO:0032204,regulation of telomere maintenance,May-90,104/18614,0.000149055,0.000846695,0.000414643,4609/545/472/546/2072,5
GO:0031960,response to corticosteroid,Jun-90,166/18614,0.000154142,0.000874026,0.000428028,5290/595/3480/387/4851/677,6
GO:0045005,DNA-templated DNA replication maintenance of fidelity,Apr-90,56/18614,0.000154889,0.00087669,0.000429332,675/672/545/546,4
GO:0021700,developmental maturation,Aug-90,319/18614,0.000156133,0.000882151,0.000432007,5728/2625/5925/865/675/4763/3169/387,8
GO:0046545,development of primary female sexual characteristics,May-90,106/18614,0.000163016,0.000919397,0.000450247,675/2099/5156/4089/472,5
GO:0032984,protein-containing complex disassembly,Jul-90,240/18614,0.000163409,0.000919977,0.000450531,5290/4609/8289/3480/6597/324/4778,7
GO:0031060,regulation of histone methylation,Apr-90,57/18614,0.000165967,0.000932716,0.000456769,2625/672/4089/54880,4
GO:0031647,regulation of protein stability,Aug-90,322/18614,0.000166447,0.000933754,0.000457278,7157/5728/55294/4193/6926/5295/1387/8239,8
GO:1903034,regulation of response to wounding,Jun-90,170/18614,0.000175477,0.000982671,0.000481234,5728/3480/7494/5156/673/3265,6
GO:0010965,regulation of mitotic sister chromatid separation,Apr-90,58/18614,0.000177606,0.000989338,0.000484499,5925/472/324/701,4
GO:0042733,embryonic digit morphogenesis,Apr-90,58/18614,0.000177606,0.000989338,0.000484499,6926/1387/4089/4851,4
GO:0061005,cell differentiation involved in kidney development,Apr-90,58/18614,0.000177606,0.000989338,0.000484499,2625/4853/4851/171023,4
GO:0033138,positive regulation of peptidyl-serine phosphorylation,May-90,108/18614,0.000177955,0.000989543,0.000484599,5290/207/1956/8312/673,5
GO:0048169,regulation of long-term neuronal synaptic plasticity,Mar-90,23/18614,0.000180482,0.00099659,0.00048805,4763/3845/3265,3
GO:0060065,uterus development,Mar-90,23/18614,0.000180482,0.00099659,0.00048805,2625/2099/4089,3
GO:0072574,hepatocyte proliferation,Mar-90,23/18614,0.000180482,0.00099659,0.00048805,55294/4853/7494,3
GO:0072575,epithelial cell proliferation involved in liver morphogenesis,Mar-90,23/18614,0.000180482,0.00099659,0.00048805,55294/4853/7494,3
GO:0000724,double-strand break repair via homologous recombination,Jun-90,171/18614,0.000181159,0.000998584,0.000489026,675/672/29072/79728/472/2072,6
GO:0045132,meiotic chromosome segregation,May-90,109/18614,0.000185806,0.001022416,0.000500697,898/472/4292/701/2072,5
GO:0018394,peptidyl-lysine acetylation,Jun-90,172/18614,0.000186985,0.001027121,0.000503002,2625/23451/675/672/1387/4089,6
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,Jun-90,173/18614,0.000192959,0.001056267,0.000517275,5728/207/55294/4193/8239/8312,6
GO:2001242,regulation of intrinsic apoptotic signaling pathway,Jun-90,173/18614,0.000192959,0.001056267,0.000517275,7157/4609/207/55294/4193/7494,6
GO:0009408,response to heat,May-90,110/18614,0.000193918,0.001059683,0.000518948,207/4763/1387/545/472,5
GO:0071695,anatomical structure maturation,Jul-90,247/18614,0.000194959,0.001063537,0.000520835,2625/5925/865/675/4763/3169/387,7
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,May-90,111/18614,0.000202298,0.001101604,0.000539478,5728/207/55294/4193/8312,5
GO:0002011,morphogenesis of an epithelial sheet,Apr-90,60/18614,0.000202634,0.001101604,0.000539478,5728/4853/387/4851,4
GO:0006310,DNA recombination,Aug-90,332/18614,0.000204966,0.001109803,0.000543493,675/672/29072/79728/472/4292/4436/2072,8
GO:0000725,recombinational repair,Jun-90,175/18614,0.000205358,0.001109803,0.000543493,675/672/29072/79728/472/2072,6
GO:1905475,regulation of protein localization to membrane,Jun-90,175/18614,0.000205358,0.001109803,0.000543493,2064/207/5295/1956/208/3265,6
GO:0072576,liver morphogenesis,Mar-90,24/18614,0.000205545,0.001109803,0.000543493,55294/4853/7494,3
GO:0002757,immune response-activating signaling pathway,Sep-90,423/18614,0.000206313,0.001112049,0.000544593,5290/2625/2099/1387/27086/868/6794/673/3265,9
GO:1902749,regulation of cell cycle G2/M phase transition,May-90,112/18614,0.000210951,0.001135116,0.000555889,7157/595/1021/672/472,5
GO:0051306,mitotic sister chromatid separation,Apr-90,61/18614,0.000216057,0.001158653,0.000567415,5925/472/324/701,4
GO:0060135,maternal process involved in female pregnancy,Apr-90,61/18614,0.000216057,0.001158653,0.000567415,207/2099/4221/639,4
GO:2000756,regulation of peptidyl-lysine acetylation,Apr-90,62/18614,0.00023011,0.001231923,0.000603297,2625/23451/672/4089,4
GO:0030111,regulation of Wnt signaling pathway,Aug-90,338/18614,0.000231404,0.001236759,0.000605665,80139/1956/2263/8312/4851/6597/324/6794,8
GO:0043534,blood vessel endothelial cell migration,Jun-90,179/18614,0.00023204,0.001238069,0.000606307,2260/207/55294/4763/387/4851,6
GO:0003181,atrioventricular valve morphogenesis,Mar-90,25/18614,0.000232758,0.001239811,0.00060716,4193/4089/4851,3
GO:0042303,molting cycle,May-90,115/18614,0.000238609,0.001266712,0.000620334,4763/1956/2263/4089/4851,5
GO:0042633,hair cycle,May-90,115/18614,0.000238609,0.001266712,0.000620334,4763/1956/2263/4089/4851,5
GO:0034612,response to tumor necrosis factor,Jul-90,257/18614,0.000248407,0.001314359,0.000643668,7157/2625/207/672/27086/677/841,7
GO:0001824,blastocyst development,May-90,116/18614,0.000248416,0.001314359,0.000643668,675/79728/54880/84295/4849,5
GO:0043406,positive regulation of MAP kinase activity,May-90,117/18614,0.000258525,0.001363291,0.00066763,2064/2260/1956/8312/3265,5
GO:0071887,leukocyte apoptotic process,May-90,117/18614,0.000258525,0.001363291,0.00066763,7157/1029/207/4763/27086,5
GO:0006360,transcription by RNA polymerase I,Apr-90,64/18614,0.000260169,0.001367402,0.000669644,2064/23451/1387/6597,4
GO:0035825,homologous recombination,Apr-90,64/18614,0.000260169,0.001367402,0.000669644,672/472/4292/2072,4
GO:0009266,response to temperature stimulus,Jun-90,183/18614,0.000261383,0.0013715,0.000671651,207/4763/1387/545/472/841,6
GO:0044346,fibroblast apoptotic process,Mar-90,26/18614,0.0002622,0.001373509,0.000672635,7157/5290/4609,3
GO:0060828,regulation of canonical Wnt signaling pathway,Jul-90,260/18614,0.00026656,0.001394043,0.000682691,80139/1956/2263/8312/4851/324/6794,7
GO:0051897,positive regulation of protein kinase B signaling,May-90,118/18614,0.000268945,0.001402978,0.000687066,5290/2260/2625/3480/1956,5
GO:0021543,pallium development,Jun-90,184/18614,0.000269155,0.001402978,0.000687066,5728/3480/4763/1956/1021/387,6
GO:0032956,regulation of actin cytoskeleton organization,Aug-90,346/18614,0.00027095,0.001410008,0.000690509,5290/5295/4853/5156/387/4089/673/3265,8
GO:0043405,regulation of MAP kinase activity,Jun-90,186/18614,0.000285246,0.001481967,0.000725749,2064/2260/4763/1956/8312/3265,6
GO:0030326,embryonic limb morphogenesis,May-90,120/18614,0.000290738,0.001505559,0.000737302,6926/4853/1387/4089/4851,5
GO:0035113,embryonic appendage morphogenesis,May-90,120/18614,0.000290738,0.001505559,0.000737302,6926/4853/1387/4089/4851,5
GO:0051302,regulation of cell division,Jun-90,187/18614,0.00029357,0.001514726,0.000741792,4609/3480/675/29072/2263/387,6
GO:0060669,embryonic placenta morphogenesis,Mar-90,27/18614,0.000293945,0.001514726,0.000741792,29072/2263/677,3
GO:2000108,positive regulation of leukocyte apoptotic process,Mar-90,27/18614,0.000293945,0.001514726,0.000741792,7157/1029/4763,3
GO:0098773,skin epidermis development,May-90,121/18614,0.000302125,0.001551824,0.000759959,4763/1956/2263/4089/4851,5
GO:2000278,regulation of DNA biosynthetic process,May-90,121/18614,0.000302125,0.001551824,0.000759959,7157/4609/545/472/4221,5
GO:0031346,positive regulation of cell projection organization,Aug-90,353/18614,0.000309946,0.001581537,0.00077451,5290/3480/5295/1523/324/6794/673/3265,8
GO:0034605,cellular response to heat,Apr-90,67/18614,0.000310409,0.001581537,0.00077451,4763/1387/545/472,4
GO:0038034,signal transduction in absence of ligand,Apr-90,67/18614,0.000310409,0.001581537,0.00077451,2260/207/4763/2065,4
GO:0043966,histone H3 acetylation,Apr-90,67/18614,0.000310409,0.001581537,0.00077451,2625/675/672/4089,4
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,Apr-90,67/18614,0.000310409,0.001581537,0.00077451,2260/207/4763/2065,4
GO:0031099,regeneration,Jun-90,190/18614,0.000319691,0.001626211,0.000796388,595/3480/861/1027/4851/673,6
GO:0090596,sensory organ morphogenesis,Jul-90,269/18614,0.000327523,0.001645076,0.000805626,2625/6926/4763/4853/2263/4851/639,7
GO:0003171,atrioventricular valve development,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,4193/4089/4851,3
GO:0003272,endocardial cushion formation,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,6926/4089/4851,3
GO:0022011,myelination in peripheral nervous system,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,207/4763/208,3
GO:0030325,adrenal gland development,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,4763/5156/4089,3
GO:0032292,peripheral nervous system axon ensheathment,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,207/4763/208,3
GO:0060765,regulation of androgen receptor signaling pathway,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,9611/27086/6597,3
GO:0090314,positive regulation of protein targeting to membrane,Mar-90,28/18614,0.00032807,0.001645076,0.000805626,2064/208/3265,3
GO:0045670,regulation of osteoclast differentiation,Apr-90,68/18614,0.000328599,0.001645076,0.000805626,55294/4763/5295/4853,4
GO:0055021,regulation of cardiac muscle tissue growth,Apr-90,68/18614,0.000328599,0.001645076,0.000805626,27086/861/2263/4851,4
GO:0021537,telencephalon development,Jul-90,270/18614,0.000334935,0.001674146,0.000819863,5728/3480/4763/1956/1021/27086/387,7
GO:0010975,regulation of neuron projection development,Sep-90,452/18614,0.00033622,0.001677919,0.00082171,5728/2625/999/207/3480/387/1523/6794/673,9
GO:0055001,muscle cell development,Jun-90,192/18614,0.000338095,0.00168462,0.000824992,6416/6926/27086/5156/4089/4851,6
GO:0032835,glomerulus development,Apr-90,69/18614,0.000347541,0.00172896,0.000846706,4853/5156/4851/171023,4
GO:0060441,epithelial tube branching involved in lung morphogenesis,Mar-90,29/18614,0.000364647,0.001805545,0.000884211,3845/3169/2263,3
GO:0061647,histone H3-K9 modification,Mar-90,29/18614,0.000364647,0.001805545,0.000884211,2625/672/4089,3
GO:0072012,glomerulus vasculature development,Mar-90,29/18614,0.000364647,0.001805545,0.000884211,4853/5156/4851,3
GO:0031334,positive regulation of protein-containing complex assembly,Jun-90,195/18614,0.000367248,0.001809942,0.000886365,7157/2099/545/387/472/1027,6
GO:0043627,response to estrogen,Apr-90,70/18614,0.000367251,0.001809942,0.000886365,595/2625/2099/672,4
GO:0051148,negative regulation of muscle cell differentiation,Apr-90,70/18614,0.000367251,0.001809942,0.000886365,27086/7494/4089/4851,4
GO:0140013,meiotic nuclear division,Jun-90,196/18614,0.000377391,0.001855716,0.000908781,898/675/472/4292/701/2072,6
GO:0055007,cardiac muscle cell differentiation,May-90,127/18614,0.000377712,0.001855716,0.000908781,6416/6926/27086/5156/4089,5
GO:0045862,positive regulation of proteolysis,Aug-90,365/18614,0.000387422,0.001899129,0.000930041,4609/5728/207/55294/4193/387/8312/841,8
GO:0003208,cardiac ventricle morphogenesis,Apr-90,71/18614,0.000387749,0.001899129,0.000930041,2625/2263/4089/4851,4
GO:0010038,response to metal ion,Aug-90,367/18614,0.000401749,0.001959302,0.000959509,595/999/207/1956/1788/1027/841/673,8
GO:0002360,T cell lineage commitment,Mar-90,30/18614,0.00040375,0.001959302,0.000959509,7157/387/673,3
GO:0007064,mitotic sister chromatid cohesion,Mar-90,30/18614,0.00040375,0.001959302,0.000959509,5925/546/10735,3
GO:0060603,mammary gland duct morphogenesis,Mar-90,30/18614,0.00040375,0.001959302,0.000959509,6926/2099/2263,3
GO:0070198,"protein localization to chromosome, telomeric region",Mar-90,30/18614,0.00040375,0.001959302,0.000959509,675/545/546,3
GO:1901798,positive regulation of signal transduction by p53 class mediator,Mar-90,30/18614,0.00040375,0.001959302,0.000959509,4609/545/472,3
GO:0007127,meiosis I,May-90,129/18614,0.000405835,0.001966405,0.000962988,898/675/472/4292/2072,5
GO:2000036,regulation of stem cell population maintenance,Apr-90,72/18614,0.000409051,0.001978958,0.000969135,4609/8289/6597/4849,4
GO:0051098,regulation of binding,Aug-90,369/18614,0.000416506,0.002011944,0.000985289,2625/5925/207/55294/8239/4089/868/2072,8
GO:0050864,regulation of B cell activation,May-90,130/18614,0.000420476,0.002028028,0.000993165,7494/472/4292/677/4436,5
GO:0007405,neuroblast proliferation,Apr-90,73/18614,0.000431177,0.002067037,0.001012269,7157/4763/2263/4851,4
GO:0070988,demethylation,Apr-90,73/18614,0.000431177,0.002067037,0.001012269,2625/7403/8239/54790,4
GO:0071260,cellular response to mechanical stimulus,Apr-90,73/18614,0.000431177,0.002067037,0.001012269,4214/6416/3480/841,4
GO:1905818,regulation of chromosome separation,Apr-90,73/18614,0.000431177,0.002067037,0.001012269,5925/472/324/701,4
GO:0003309,type B pancreatic cell differentiation,Mar-90,31/18614,0.00044545,0.002119404,0.001037914,207/1021/4221,3
GO:0014044,Schwann cell development,Mar-90,31/18614,0.00044545,0.002119404,0.001037914,207/4763/208,3
GO:0033688,regulation of osteoblast proliferation,Mar-90,31/18614,0.00044545,0.002119404,0.001037914,3480/2263/387,3
GO:0061437,renal system vasculature development,Mar-90,31/18614,0.00044545,0.002119404,0.001037914,4853/5156/4851,3
GO:0061440,kidney vasculature development,Mar-90,31/18614,0.00044545,0.002119404,0.001037914,4853/5156/4851,3
GO:0035924,cellular response to vascular endothelial growth factor stimulus,Apr-90,74/18614,0.000454144,0.002154291,0.001054999,5290/207/5156/4851,4
GO:0060420,regulation of heart growth,Apr-90,74/18614,0.000454144,0.002154291,0.001054999,27086/861/2263/4851,4
GO:1902903,regulation of supramolecular fiber organization,Aug-90,376/18614,0.000471672,0.002234087,0.001094077,5290/5925/5295/387/4089/1027/324/673,8
GO:0061982,meiosis I cell cycle process,May-90,134/18614,0.000483062,0.002281205,0.001117152,898/675/472/4292/2072,5
GO:1900180,regulation of protein localization to nucleus,May-90,134/18614,0.000483062,0.002281205,0.001117152,999/207/4763/5295/6794,5
GO:0008156,negative regulation of DNA replication,Mar-90,32/18614,0.000489817,0.002306222,0.001129403,7157/675/545,3
GO:0045671,negative regulation of osteoclast differentiation,Mar-90,32/18614,0.000489817,0.002306222,0.001129403,55294/4763/5295,3
GO:1903036,positive regulation of response to wounding,Apr-90,76/18614,0.000502675,0.002363243,0.001157327,3480/7494/673/3265,4
GO:0044262,cellular carbohydrate metabolic process,Jul-90,290/18614,0.000513814,0.002412027,0.001181218,7157/5728/207/9611/208/6794/673,7
GO:0006473,protein acetylation,Jun-90,208/18614,0.000517069,0.002423713,0.001186941,2625/23451/675/672/1387/4089,6
